country,iso3,year,target,mortality_data,risk_factor_surveys,plan,tob_tax,smoke_free,graphic_warnings,tob_advert,tob_mass_media,alc_sales,alc_advert,alc_tax,salt,fat,child_food_marketing,milkcode,phys_mass_media,clinical_guide,cardio_therapies,total_imp,commercial_total
DPR of Korea,PRK,2017,1,0,0.5,1,0,0.5,0,0,1,NA,NA,NA,0,NA,NA,0,0,NA,0,4,1.5
DPR of Korea,PRK,2019,1,0,1,1,0,0.5,0,0,NA,NA,NA,NA,0,0,0,0,1,NA,0,4.5,0.5
DPR of Korea,PRK,2022,1,0,1,1,0,0.5,0,0,0.5,NA,NA,NA,0,0,0,0,1,0.5,1,6.5,1
DR Congo,COD,2015,NA,0,NA,NA,0,0.5,0.5,0.5,NA,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,3.5,3.5
DR Congo,COD,2017,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,1,0,0,0,0.5,0,NA,0,3.5,3.5
DR Congo,COD,2019,0.5,0,0,1,0,0.5,0.5,1,0,0.5,0,1,0,NA,0,0.5,0,NA,0,5.5,4
DR Congo,COD,2022,0.5,0,0,0,0.5,0.5,0.5,1,0,0.5,0.5,1,0,0,0,0.5,0,0,0,5.5,5
Ecuador,ECU,2015,0,0.5,1,1,0.5,1,1,0.5,NA,0.5,0.5,1,1,1,0,1,1,0.5,0,12,8
Ecuador,ECU,2017,0,0.5,0.5,1,0.5,1,1,0.5,0,1,0.5,0.5,0.5,1,1,0.5,0,0.5,0,10.5,8
Ecuador,ECU,2019,0,0.5,1,0,0.5,1,1,0.5,0,0.5,NA,0.5,1,0.5,1,0.5,1,0.5,0,10,7
Ecuador,ECU,2022,0.5,0.5,1,0,0.5,1,1,0.5,0,0.5,NR,0.5,0.5,0.5,1,0.5,0.5,0.5,0,9.5,6.5
Egypt,EGY,2015,0.5,0.5,0.5,0,1,0.5,1,0.5,NA,0.5,1,0.5,0,0,0,0,0,0,0,6.5,5
Egypt,EGY,2017,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,1,0.5,0.5,0,0,0.5,0,0.5,0,9,6
Egypt,EGY,2019,1,0.5,1,1,1,1,1,0.5,0,0.5,1,1,0.5,0,0,0.5,1,0.5,0,12,7
Egypt,EGY,2022,1,0.5,1,1,1,1,1,0.5,0.5,0.5,1,1,0,0,0,0.5,0,1,NR,11.5,7
El Salvador,SLV,2015,0,0.5,1,0,0,0,1,0.5,NA,0.5,0,0.5,0,0,0,1,1,0.5,0,6.5,3.5
El Salvador,SLV,2017,0,0.5,1,1,0.5,1,1,0.5,1,0.5,0,0.5,0,0,0,0.5,0,1,0,9,5.5
El Salvador,SLV,2019,1,0.5,1,1,0,1,1,0.5,1,0.5,0,0,0,0,0,0.5,1,1,0,10,4.5
El Salvador,SLV,2022,1,0.5,0.5,1,0,1,1,0.5,1,0.5,0,0,0.5,0,1,0.5,0,1,1,11,6
Equatorial Guinea,GNQ,2015,NA,0,NA,NA,0,0,0,0,NA,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,2,2
Equatorial Guinea,GNQ,2017,0,0,0,0,0.5,0,0,0,NA,0.5,0,0,0,0,0,NA,0,NA,0,1,1
Equatorial Guinea,GNQ,2019,0,0,0,0,0,0,0,0,NA,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5
Equatorial Guinea,GNQ,2022,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0.5
Eritrea,ERI,2015,NA,0,1,1,0,0,0.5,1,NA,0.5,0.5,0.5,0,0,NA,NA,1,NA,0,6,3
Eritrea,ERI,2017,0.5,0,0.5,0,0.5,0,0.5,1,NA,0.5,0,0,0,0,0,0,0,0,0,3.5,2.5
Eritrea,ERI,2019,1,0,0.5,1,0.5,0,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,5,2.5
Eritrea,ERI,2022,1,0,0,1,NR,0,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,4,2.00
Estonia,EST,2015,0.5,1,1,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5,0,0,0,0,1,1,0,8,3
Estonia,EST,2017,1,1,0.5,0.5,1,0,1,0.5,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1,14.5,8.5
Estonia,EST,2019,1,1,0.5,0.5,1,0,1,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,1,15,9
Estonia,EST,2022,1,1,0.5,1,1,0,1,0.5,1,0.5,1,1,0.5,1,1,0.5,1,1,1,15.5,9
Eswatini,SWZ,2015,NA,0,1,0,0,0,0.5,0.5,NA,1,0,0,0,0,0,NA,1,NA,0,4,2
Eswatini,SWZ,2017,1,0,0.5,1,0,0,0.5,0.5,NA,0.5,0,1,0.5,1,1,0,1,1,0,9.5,5
Eswatini,SWZ,2019,0.5,0,1,1,0.5,0,0.5,0.5,0,1,0,1,0,0,0,0,0,0,0,6,3.5
Eswatini,SWZ,2022,1,0,0.5,0,0.5,0,0.5,0.5,0,1,0,1,0,0,0,0,1,0.5,0,6.5,3.5
Ethiopia,ETH,2015,NA,0,1,0,0,0,0.5,0.5,NA,0.5,0,0.5,0,0,0,NA,NA,0,NA,3,2
Ethiopia,ETH,2017,1,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,6,3.5
Ethiopia,ETH,2019,1,0,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,1,1,0,8.5,3.5
Ethiopia,ETH,2022,1,0,0.5,1,0.5,1,1,1,1,0.5,0.5,0,0,0,0,0.5,0,1,0,9.5,6
Fiji,FJI,2015,1,0.5,1,0.5,0,0.5,1,0.5,NA,0.5,0,0.5,1,0,1,1,1,0.5,0,10.5,6
Fiji,FJI,2017,1,1,0.5,0.5,0,0.5,1,0.5,1,NA,NA,NA,0,0,0,1,1,0.5,0.5,9,4
Fiji,FJI,2019,1,0.5,0.5,0.5,0,0.5,1,0.5,1,NA,NA,NA,0.5,0,0,0.5,1,0.5,0,8,4
Fiji,FJI,2022,1,0.5,0.5,1,0,0.5,1,0.5,0.5,NR,NR,NR,0.5,0,0,1,0,1,1,9,4
Finland,FIN,2015,0.5,1,1,1,0.5,0,0.5,0.5,NA,0.5,1,0.5,1,1,NA,NA,NA,1,1,11,5.5
Finland,FIN,2017,0,1,1,1,1,0,1,0.5,NA,0.5,1,0.5,1,1,1,0.5,1,1,1,14,8
Finland,FIN,2019,1,1,1,1,1,0,1,0.5,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,15.5,8.5
Finland,FIN,2022,1,1,1,1,1,0,1,1,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,16,9
France,FRA,2015,0,1,0.5,1,0.5,0.5,0.5,0.5,NA,0.5,1,1,1,1,1,1,1,NA,NA,12,8.5
France,FRA,2017,NA,1,0.5,1,1,0.5,1,0.5,NA,0.5,1,0.5,1,1,1,0.5,1,1,NA,13,8.5
France,FRA,2019,0.5,1,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,1,1,15.5,9.5
France,FRA,2022,0.5,1,0.5,0,1,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,1,1,14.5,9.5
Gabon,GAB,2015,NA,0,NA,NA,0,0.5,0.5,0.5,NA,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,2.5,2.5
Gabon,GAB,2017,1,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,1,0,0,0,4.5,3
Gabon,GAB,2019,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,1,0,0,0,4,3
Gabon,GAB,2022,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,3.5,2.5
Gambia,GMB,2015,NA,0,0.5,0,0,0,0.5,0.5,NA,0.5,0,1,0,NA,0,NA,1,0,0,4,2.5
Gambia,GMB,2017,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0,1,0,0,NA,4.5,3.5
Gambia,GMB,2019,0.5,0,0.5,0,0,1,0.5,1,0.5,0.5,0,0.5,0,0,0,1,0,0,0,6,5
Gambia,GMB,2022,0,0,0,0,0,1,1,1,0.5,0.5,0,0.5,0,0,0,1,1,0,0,6.5,5.5
Georgia,GEO,2015,0,0.5,0.5,0,0,0.5,0.5,0,NA,0.5,0.5,0.5,0,0,0,0,0,1,0,4.5,2.5
Georgia,GEO,2017,1,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0.5,13.5,7.5
Georgia,GEO,2019,1,0.5,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,14.5,8.5
Georgia,GEO,2022,0,0.5,1,0,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,0,0.5,1,1,1,12.5,8
Germany,DEU,2015,0.5,1,1,0,0.5,0,0.5,0.5,NA,0.5,0.5,0.5,0,1,1,1,1,1,1,11.5,6
Germany,DEU,2017,0.5,1,0.5,1,0.5,0,1,0.5,0.5,0,0,0,0,1,1,0.5,1,1,1,11,5
Germany,DEU,2019,0.5,1,0.5,1,0.5,0,1,0.5,1,0,0,0,1,1,1,0.5,1,1,1,12.5,6.5
Germany,DEU,2022,0.5,1,0.5,1,0.5,0,1,0.5,1,0,0,0,1,1,1,0.5,1,1,1,12.5,6.5
Ghana,GHA,2015,NA,0,0.5,1,0,0,0.5,1,NA,0.5,0,0.5,0,NA,NA,NA,1,0,NA,5,2.5
Ghana,GHA,2017,0,0,0.5,1,0,0.5,0.5,1,0,0.5,1,1,0,0,0,1,1,1,0,9,5.5
Ghana,GHA,2019,0,0,0.5,0,0,0.5,0.5,1,0.5,0,0,NA,0,0,0,1,0,1,NA,5,3.5
Ghana,GHA,2022,0,0,0.5,0,0,0,1,1,1,0,0,NR,0,0,0,1,0,1,0,5.5,4
Greece,GRC,2015,0,0.5,0.5,0,0.5,1,0.5,0.5,NA,0.5,0,0,1,1,0,1,1,0,NA,8,6
Greece,GRC,2017,0,1,0.5,0,1,1,1,0.5,0,0.5,0,0.5,1,1,0,0.5,0,0.5,NA,9,7
Greece,GRC,2019,0,1,1,0,1,1,1,0.5,0,0.5,0,0.5,0.5,1,0,0.5,1,1,NA,10.5,6.5
Greece,GRC,2022,0,1,0.5,0.5,1,1,1,0.5,0,0.5,0,0.5,0.5,1,1,0.5,1,1,NA,11.5,7.5
Grenada,GRD,2015,0,1,0.5,0,0,0,0,0,NA,0.5,0,0.5,0,0,0,0,1,0.5,0,4,1
Grenada,GRD,2017,1,1,0.5,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,5,1
Grenada,GRD,2019,1,1,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0,4.5,1
Grenada,GRD,2022,0,1,0,0,NR,0,0,0,0,0.5,0,0.5,0,NA,0,0,0,0.5,0,2.5,1.00
Guatemala,GTM,2015,1,0.5,0.5,1,0,1,0,0,NA,0.5,0,0,0,0,0,1,0,1,0,6.5,2.5
Guatemala,GTM,2017,1,1,0.5,1,0,1,0,0,0,0.5,0,0.5,0,0,0,1,1,1,0,8.5,3
Guatemala,GTM,2019,1,1,1,1,0,1,0,0,NA,0.5,0,1,0.5,0,0,0.5,1,1,0,9.5,3.5
Guatemala,GTM,2022,1,1,0.5,0,0,1,0,0,0.5,0.5,0,1,0.5,0,0,0.5,0.5,1,0,8,4
Guinea,GIN,2015,0,0,0.5,1,NA,0.5,0.5,1,NA,0.5,0.5,0.5,0,0,0,NA,0,0,0,5,3.5
Guinea,GIN,2017,0,0,0.5,0,0,0.5,0.5,1,0,0.5,0,0,0,0,0,0.5,0,0.5,0,4,3
Guinea,GIN,2019,0,0,0,0,NA,0.5,0.5,1,0,0.5,1,1,0,0,0,0,0,0.5,0,5,4.5
Guinea,GIN,2022,0,0,0,1,0,0.5,0.5,1,0,0.5,1,1,0,0,0,0,0,0.5,0,6,4.5
Guinea-Bissau,GNB,2015,NA,0,NA,NA,0,0,0,0,NA,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,1,1
Guinea-Bissau,GNB,2017,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,NA,0,0,1,1
Guinea-Bissau,GNB,2019,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1,1
Guinea-Bissau,GNB,2022,0,0,0,0,NR,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,NR,1,1.00
Guyana,GUY,2015,0,0.5,0,1,0,0.5,0,0,NA,0.5,0.5,0.5,0,0,0,1,1,0,0,5.5,3
Guyana,GUY,2017,1,1,0.5,1,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,1,0.5,0,6.5,1.5
Guyana,GUY,2019,1,1,0.5,1,0,1,1,1,0,0.5,0,0.5,0,0,0,0,1,0.5,0,9,4
Guyana,GUY,2022,1,1,0.5,1,0,1,1,1,1,0.5,0,0.5,0,0,0,0,0,0.5,0,9,5
Haiti,HTI,2015,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0
Haiti,HTI,2017,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,1,0
Haiti,HTI,2019,0,0,0.5,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,1.5,0
Haiti,HTI,2022,0,0,0.5,0,NR,0,0,0,0,NR,NR,NR,0,0,0,0,0,1,0,1.5,0.00
Honduras,HND,2015,0,0.5,0.5,0,0,1,0.5,0.5,NA,0.5,0,1,0,0,0,1,1,0,0,6.5,4.5
Honduras,HND,2017,1,0.5,0.5,0,0,1,0.5,0.5,1,0.5,0,1,0,0,0,0.5,1,0.5,0,8.5,5
Honduras,HND,2019,1,0.5,0,0,0,1,1,0.5,0.5,1,0,1,0,0,0,0.5,1,0.5,0,8.5,5.5
Honduras,HND,2022,1,0.5,0.5,0,0,1,1,0.5,0,1,0,1,0,0,0,0.5,0,0.5,0,7.5,5
Hungary,HUN,2015,1,1,0.5,1,0.5,0.5,0.5,0.5,NA,0.5,1,0,1,1,NA,NA,1,0,1,11,5.5
Hungary,HUN,2017,0,1,0.5,1,0.5,0.5,1,0.5,0,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,12.5,7
Hungary,HUN,2019,0,1,0.5,0,0.5,0.5,1,0.5,0,NA,NA,0,0.5,1,1,0.5,1,1,0.5,9.5,5.5
Hungary,HUN,2022,0,1,0.5,0,0.5,0.5,1,0.5,0,NR,NR,0,0.5,1,1,0.5,1,1,1,10,5.5
Iceland,ISL,2015,0,1,1,0,0,0,0.5,0.5,NA,0.5,0.5,1,0,1,1,1,1,0.5,NA,9.5,6
Iceland,ISL,2017,0,1,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,1,1,NA,9,5.5
Iceland,ISL,2019,0,1,0.5,0,0.5,0,0.5,0.5,0,1,1,1,0.5,1,1,0.5,1,1,1,12,7.5
Iceland,ISL,2022,0,1,0.5,0,0.5,0,0.5,1,0,1,1,1,1,1,1,0.5,0.5,1,1,12.5,8.5
India,IND,2015,1,0.5,0.5,1,0,0.5,0,0.5,NA,0.5,0.5,0.5,1,1,1,1,1,1,0,11.5,6.5
India,IND,2017,1,0.5,0.5,0,0,0.5,1,0.5,0.5,0.5,0,0,0.5,1,0,1,1,1,0.5,10,5.5
India,IND,2019,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,NA,NA,1,1,1,1,1,1,1,13.5,7.5
India,IND,2022,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,NR,NR,0.5,0,1,1,1,1,NA,11,6
Indonesia,IDN,2015,0.5,0,0.5,0,0,0.5,0.5,0,NA,0.5,1,0.5,0,NA,0,1,1,1,0,7,4
Indonesia,IDN,2017,1,0,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,0,0,0,0,0.5,1,1,0,8.5,4
Indonesia,IDN,2019,1,0,0.5,1,0.5,0.5,0.5,0,1,0.5,1,1,0,0,0,0.5,1,1,0,10,5.5
Indonesia,IDN,2022,0,0,0.5,0,0.5,0.5,0.5,0,1,0.5,1,1,0.5,0,0,0.5,0,1,0,7.5,6
Iran,IRN,2015,1,0.5,0.5,0,0,1,1,1,NA,1,1,1,1,1,1,1,1,NA,0,13,10
Iran,IRN,2017,1,0.5,1,1,0,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,16.5,10
Iran,IRN,2019,1,0.5,1,1,0,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,16,10
Iran,IRN,2022,1,0.5,1,1,0,1,1,1,0.5,1,1,1,1,1,1,0.5,0,1,1,,
Iraq,IRQ,2015,1,0.5,0.5,0.5,0,0.5,0.5,0.5,NA,0.5,0.5,0,0,NA,0,NA,1,0.5,0,6.5,2.5
Iraq,IRQ,2017,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0,0.5,1,1,0,11.5,6.5
Iraq,IRQ,2019,1,0.5,0.5,1,0,0.5,0.5,0.5,1,0.5,NA,0.5,0.5,NA,0,0.5,1,0.5,0.5,9.5,4.5
Iraq,IRQ,2022,1,0.5,0.5,1,0,0.5,0.5,1,0.5,0.5,NR,0.5,0.5,0.5,0,0.5,1,0.5,0.5,10,5
Ireland,IRL,2015,0,1,0.5,0,0.5,1,0.5,0.5,NA,1,0.5,0.5,1,1,1,0,1,1,NA,11,7.5
Ireland,IRL,2017,0,1,0.5,0,1,1,1,0.5,1,1,0,0.5,1,0,1,0.5,1,1,1,13,8.5
Ireland,IRL,2019,0.5,1,0.5,1,1,1,1,0.5,1,0.5,0,0.5,1,1,1,0.5,1,1,1,15,9
Ireland,IRL,2022,0.5,1,0.5,1,1,1,1,0.5,1,0.5,0,0.5,0.5,1,1,0.5,1,1,1,14.5,8.5
Israel,ISR,2015,0,1,1,0,0.5,0,0.5,0,NA,0.5,1,1,1,1,1,1,1,0.5,NA,11,7.5
Israel,ISR,2017,0,1,0.5,1,1,0.5,0.5,0,0,0.5,0.5,1,1,1,1,0.5,1,1,1,13,7.5
Israel,ISR,2019,0,1,0.5,1,1,0.5,0.5,0,0,0.5,1,0.5,1,1,1,0,1,0,1,11.5,7
Israel,ISR,2022,0,1,0.5,1,1,0.5,1,0,0,0.5,1,0.5,1,1,1,0,1,0,1,12,7.5
Italy,ITA,2015,0.5,1,1,1,0.5,0.5,0.5,0.5,NA,0.5,1,0,1,NA,1,NA,1,0.5,NA,10.5,5.5
Italy,ITA,2017,0.5,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0,13.5,9
Italy,ITA,2019,0.5,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0,1,1,1,0.5,1,0.5,0,13,8.5
Italy,ITA,2022,0,1,1,1,1,0,1,0.5,0,0.5,0.5,0,1,1,1,0.5,1,0.5,0,11.5,7
Jamaica,JAM,2015,1,0.5,0.5,1,0,1,1,0,NA,0.5,0,0.5,1,1,1,0,1,1,0,11,6
Jamaica,JAM,2017,1,0.5,0.5,1,0,1,1,0,NA,0.5,0,0.5,1,1,0,0,1,1,0,10,5
Jamaica,JAM,2019,0,1,0.5,0,0,1,1,0,NA,0.5,0,1,0.5,0.5,0,0,1,0.5,0,7.5,4.5
Jamaica,JAM,2022,0,1,0.5,0,0,1,1,0,0,0.5,0,1,0.5,0.5,0,0,1,1,0,8,4.5
Japan,JPN,2015,1,1,1,1,0.5,0,0.5,0,NA,0.5,0,0.5,NA,NA,0,0,1,NA,NA,7,2
Japan,JPN,2017,1,1,1,1,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,1,NA,NA,7.5,2.5
Japan,JPN,2019,1,1,1,1,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,NA,NA,NA,7,3
Japan,JPN,2022,1,1,1,1,0.5,0.5,0.5,0,1,0.5,0,0.5,0.5,0,0,0,0,0.5,NA,8.5,4
Jordan,JOR,2015,0,0.5,1,0.5,0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,NA,0,0,1,1,0.5,0.5,8.5,4.5
Jordan,JOR,2017,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,13.5,9
Jordan,JOR,2019,1,0.5,0.5,0,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0,0.5,0,0.5,0,9.5,7
Jordan,JOR,2022,1,0.5,0.5,0,1,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0.5,0,10,7.5
Kazakhstan,KAZ,2015,0.5,1,0.5,1,0,0.5,0.5,0.5,NA,0.5,0.5,0.5,1,0,0,0,1,1,0.5,9.5,4
Kazakhstan,KAZ,2017,0,1,0,1,0,0.5,1,0.5,0.5,0.5,1,0.5,0,NA,NA,0.5,0,1,1,9,5
Kazakhstan,KAZ,2019,1,1,1,1,0.5,0.5,1,0.5,NA,0.5,1,0.5,1,1,1,0.5,1,1,1,15,8
Kazakhstan,KAZ,2022,1,1,0.5,1,0.5,0.5,1,0.5,1,0.5,1,0.5,0,0.5,0,0.5,1,1,1,13,6.5
Kenya,KEN,2015,1,0,0.5,1,0,0,0.5,1,NA,0.5,0.5,0.5,0,0,0,NA,1,1,0,7.5,3
Kenya,KEN,2017,1,0,1,1,0.5,0,0.5,1,1,0.5,0.5,0.5,0,0,0,1,0,0.5,0,9,5.5
Kenya,KEN,2019,1,0,1,1,0.5,0,0.5,1,0,0.5,0,1,0,0.5,0,0.5,0,1,0,8.5,4.5
Kenya,KEN,2022,1,0,0.5,1,0,0,0.5,1,0,0.5,0,1,0,0.5,0,0.5,0,1,0,7.5,4
Kiribati,KIR,2015,0.5,0.5,0,1,1,0.5,0.5,1,NA,0.5,0,0,NA,0,NA,NA,1,NA,NA,6.5,3.5
Kiribati,KIR,2017,0.5,0.5,1,0,0,0.5,0.5,1,1,0.5,0,0.5,0,0,0,0,1,0.5,NA,7.5,4
Kiribati,KIR,2019,0.5,1,0.5,1,0,0.5,0.5,1,0,0.5,0,0.5,0,0,1,0,0.5,0.5,1,9,4
Kiribati,KIR,2022,1,1,0.5,0.5,0,0.5,0.5,1,0,0.5,0,0.5,0.5,0,1,0.5,0,0.5,0,8.5,5
"Korea, Rep.",KOR,2015,1,1,1,0.5,0.5,0,0.5,0,NA,0.5,0,0.5,1,NA,1,0,1,1,0,9.5,4
"Korea, Rep.",KOR,2017,1,1,1,0.5,0.5,0.5,0.5,0,1,0.5,0,0.5,1,1,1,0.5,1,0.5,1,13,7
"Korea, Rep.",KOR,2019,1,1,1,0.5,0.5,0,0.5,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,13,7
"Korea, Rep.",KOR,2022,NA,1,0.5,1,0.5,0,0.5,0,1,0.5,1,0.5,0.5,0,1,0.5,NA,0.5,NA,9,6
Kuwait,KWT,2015,0,1,0.5,0,0,0.5,0.5,0.5,NA,NA,NA,NA,1,1,0,1,1,1,1,9,4.5
Kuwait,KWT,2017,1,0.5,0.5,1,0,0.5,0.5,1,0,NA,NA,NA,0.5,1,0,1,1,1,1,10.5,4.5
Kuwait,KWT,2019,1,0.5,0.5,1,0,0.5,0.5,1,0,NA,NA,NA,1,1,0,1,0.5,1,1,10.5,5
Kuwait,KWT,2022,1,1,0.5,1,0,0.5,0.5,1,0.5,NR,NR,NR,0.5,1,1,1,1,1,1,12.5,6
Kyrgyz Republic,KGZ,2015,0.5,1,0.5,1,0,0.5,0.5,0.5,NA,0.5,1,0,1,0,1,1,1,1,0,11,6
Kyrgyz Republic,KGZ,2017,1,1,0.5,1,0,0.5,1,0.5,NA,NA,NA,NA,1,1,0,0.5,0,1,0,9,4.5
Kyrgyz Republic,KGZ,2019,1,1,0.5,1,0,0.5,1,0.5,0,0.5,1,1,0,1,0,0.5,1,1,0,11.5,6
Kyrgyz Republic,KGZ,2022,1,1,0.5,1,0.5,0.5,1,0.5,0,0.5,1,1,0.5,1,0,0.5,1,1,0,12.5,7
Lao PDR,LAO,2015,0.5,0,1,0,0,0.5,0.5,0.5,NA,0.5,0,0,0,0,0,0,0,0,0,3.5,2
Lao PDR,LAO,2017,0.5,0,0.5,1,0,1,1,0.5,NA,0.5,1,0.5,0,0,0,0.5,0,1,0,8,5
Lao PDR,LAO,2019,0.5,0,0.5,1,0,1,1,0.5,NA,0.5,0,0,0,0,0,0.5,0,1,0,6.5,3.5
Lao PDR,LAO,2022,0.5,0,0.5,1,0,1,1,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,5.5,3
Latvia,LVA,2015,0.5,1,0.5,1,0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,1,1,1,1,1,0.5,1,13,7.5
Latvia,LVA,2017,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,1,15,8.5
Latvia,LVA,2019,1,1,0.5,1,1,0.5,1,0.5,0,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,14,8
Latvia,LVA,2022,1,1,0.5,0,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,1,0.5,1,1,1,14.5,9
Lebanon,LBN,2015,0,0,0.5,0.5,0,1,0.5,0.5,NA,NA,NA,NA,0,0,0,1,0,1,0,5,3
Lebanon,LBN,2017,0,0,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0.5,0,0,0,1,1,1,1,8,4
Lebanon,LBN,2019,0,0,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,1,1,7,4
Lebanon,LBN,2022,0,0.5,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,0,0,0,1,0,1,1,7,3.5
Lesotho,LSO,2015,NA,0,0.5,1,0,0,0,0,NA,1,0,0.5,0,0,0,0,NA,0,0,3,1.5
Lesotho,LSO,2017,1,0,1,1,NA,0,0,0,NA,0.5,0,0,1,0,0,0,0,0.5,0,5,1.5
Lesotho,LSO,2019,1,0,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,5,1.5
Lesotho,LSO,2022,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,NR,1,NR,2.5,1
Liberia,LBR,2015,NA,0,NA,NA,0,0,0,0,NA,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,1,1
Liberia,LBR,2017,1,0,0.5,0,0,0,0,0,NA,0.5,0,0,0,0,0,0,0,NA,0,2,0.5
Liberia,LBR,2019,1,0,0.5,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0.5,0,4.5,2.5
Liberia,LBR,2022,1,0,0.5,0,0.5,0,0,0,0.5,0.5,1,1,NA,NA,0,0,NA,0.5,0,5.5,3.5
Libya,LBY,2015,0,0,0.5,0,0,1,0,1,NA,1,1,1,0,0,0,NA,0,0,0,5.5,5
Libya,LBY,2017,0,0,0.5,0,0,1,0,1,0,1,1,1,0,0,0,0,0,NA,0,5.5,5
Libya,LBY,2019,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0.5,0,5.5,5
Libya,LBY,2022,0,0.5,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0.5,0,6,5
Lithuania,LTU,2015,1,1,1,1,0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,0,1,1,1,1,1,NA,12.5,6.5
Lithuania,LTU,2017,1,1,0.5,1,1,0.5,1,0.5,0,0.5,1,0.5,1,1,1,0.5,0,1,1,14,8.5
